JobID,Period,ExecutionTime,DeadLine,processorId
0,200,15,200,1
1,200,1,200,1
2,200,26,200,0
3,200,10,200,0
4,1000,35,1000,1
5,200,4,200,0
6,100,2,100,1
7,200,2,200,1
8,100,3,100,0
9,100,4,100,1
10,200,1,200,0
11,1000,1,1000,1
12,200,2,200,0
13,1000,27,1000,0
14,200,5,200,0
15,1000,29,1000,0
16,1000,2,1000,0
17,1000,42,1000,0
18,200,4,200,1
19,200,94,200,1
Note: *a,b means a->b, i.e., a writes data and b reads data from it
@Chain:0, 1, 2, 4, 6, 18, 
@Chain:0, 1, 2, 4, 19, 
*0,1
*1,2
*1,3
*2,4
*1,5
*4,5
*3,6
*4,6
*0,7
*1,7
*4,7
*5,7
*0,8
*5,8
*6,8
*1,9
*3,9
*5,9
*6,9
*8,9
*0,10
*1,10
*2,10
*8,10
*1,11
*2,11
*3,11
*5,11
*8,11
*9,11
*10,11
*1,12
*4,12
*7,12
*8,12
*10,12
*11,12
*0,13
*6,13
*5,14
*6,14
*8,14
*13,14
*1,15
*3,15
*4,15
*8,15
*9,15
*10,15
*2,16
*7,16
*12,16
*15,16
*1,17
*3,17
*4,17
*5,17
*7,17
*8,17
*10,17
*11,17
*13,17
*0,18
*6,18
*7,18
*10,18
*13,18
*15,18
*0,19
*4,19
*7,19
*8,19
*14,19
*15,19
